"","speaker","words","episode"
"16422","PARIS"," Hi.","raw/s01e21.txt"
"16423","TRISTIN"," Hey.","raw/s01e21.txt"
"16424","MADELINE"," Ooh, what are those?","raw/s01e21.txt"
"16425","TRISTIN"," Oh, PJ Harvey tickets.","raw/s01e21.txt"
"16426","LOUISE"," Really?","raw/s01e21.txt"
"16427","MADELINE"," Cool.","raw/s01e21.txt"
"16428","LOUISE"," Who are you going with?","raw/s01e21.txt"
"16429","TRISTIN"," Rory.","raw/s01e21.txt"
"16430","PARIS"," What?","raw/s01e21.txt"
"16431","LOUISE"," Rory's going out with you?","raw/s01e21.txt"
"16432","TRISTIN"," Yes, she is. (Tristin walks away)","raw/s01e21.txt"
"16433","MADELINE"," Wow, I didn't think she liked him.","raw/s01e21.txt"
"16434","LOUISE"," Neither did I.","raw/s01e21.txt"
"16435","","(Paris slams her locker and walks away.)","raw/s01e21.txt"
"16436","LOUISE"," Hm, do you think she's mad?","raw/s01e21.txt"
"16437","PARIS"," What are you two waiting for, a tram? Let's move!","raw/s01e21.txt"
"16438","MADELINE"," Oh yeah, she's mad.","raw/s01e21.txt"
"16439","","CUT TO OUTSIDE OF MISS PATTY'S DANCE STUDIO","raw/s01e21.txt"
"16440","","(Ballerinas are practicing their routine)","raw/s01e21.txt"
"16441","MISS PATTY"," Flutter flutter, quick quick, flutter flutter, quick quick. And your hearts are broken, your prince has betrayed you, you've been shot with an arrow, and now . . you're dead.","raw/s01e21.txt"
"16442","","(Lorelai walks past the dance studio)","raw/s01e21.txt"
"16443","LORELAI"," Hi Patty.","raw/s01e21.txt"
"16444","RACHEL"," Lorelai.","raw/s01e21.txt"
"16445","LORELAI"," Hey Rachel.","raw/s01e21.txt"
"16446","RACHEL"," Hey, have you seen Luke around?","raw/s01e21.txt"
"16447","LORELAI"," Oh, he's probably at the diner.","raw/s01e21.txt"
"16448","RACHEL"," Nope, he's supposed to be at the diner, but he's not.","raw/s01e21.txt"
"16449","LORELAI"," Oh, well . .","raw/s01e21.txt"
"16450","RACHEL"," We were supposed to meet for lunch, but he didn't show.","raw/s01e21.txt"
"16451","LORELAI"," Oh.","raw/s01e21.txt"
"16452","RACHEL"," Again.","raw/s01e21.txt"
"16453","LORELAI"," Ah.","raw/s01e21.txt"
"16454","RACHEL"," I made tuna.","raw/s01e21.txt"
"16455","LORELAI"," Nice.","raw/s01e21.txt"
"16456","RACHEL"," Yeah, yeah, he usually comes back upstairs for a break between lunch and dinner, but recently he's been other places. Uh, your place actually.","raw/s01e21.txt"
"16457","LORELAI"," Oh, yeah, well, Rachel, he's just fixing some things.","raw/s01e21.txt"
"16458","RACHEL"," I know.","raw/s01e21.txt"
"16459","LORELAI"," The porch rail, a couple roof shingles, then the porch rail again after he fell off the roof onto to the porch rail.","raw/s01e21.txt"
"16460","RACHEL"," Yeah, yeah, he's been telling me","raw/s01e21.txt"
"16461","LORELAI"," Good.","raw/s01e21.txt"
"16462","RACHEL"," Look if you see him can you tell him to just, I don't know, check in.","raw/s01e21.txt"
"16463","LORELAI"," Yes, will do.","raw/s01e21.txt"
"16464","RACHEL"," Thanks.","raw/s01e21.txt"
"16465","LORELAI"," Thanks.","raw/s01e21.txt"
"16466","RACHEL"," Bye.","raw/s01e21.txt"
"16467","LORELAI"," Bye.","raw/s01e21.txt"
"16468","","(Lorelai walks by the troubadour. The troubadour stops his song when he hears whistling, he looks across the street and sees another troubadour. He gives a pout towards the other troubadour.)","raw/s01e21.txt"
"16469","","CUT TO LORELAI'S HOUSE","raw/s01e21.txt"
"16470","","(Lorelai walks in the front door. She puts the mail on the hall table, then hears a noise upstairs.)","raw/s01e21.txt"
"16471","LORELAI"," Hello?","raw/s01e21.txt"
"16472","","(She grabs an umbrella from the front hall. She hears footsteps around the corner. She walks towards them holding out the umbrella. She jumps into the living room.)","raw/s01e21.txt"
"16473","LORELAI"," Hold it right there! Oh! Oh!","raw/s01e21.txt"
"16474","LUKE"," It's only me!","raw/s01e21.txt"
"16475","LORELAI"," You scared me half to death!","raw/s01e21.txt"
"16476","LUKE"," Who'd you think it was?","raw/s01e21.txt"
"16477","LORELAI"," Well, I don't know! I heard some thudding upstairs and Rory weighs like ten ounces, and it either had to be an escaped elephant, or some strange large man who should not be in the house. How did you get in here anyway?","raw/s01e21.txt"
"16478","LUKE"," Through the back door.","raw/s01e21.txt"
"16479","LORELAI"," The back door's locked.","raw/s01e21.txt"
"16480","LUKE"," No, that's why I came, the back door lock was broken.","raw/s01e21.txt"
"16481","LORELAI"," The back door lock was fine.","raw/s01e21.txt"
"16482","LUKE"," The back door lock was cheap.","raw/s01e21.txt"
"16483","LORELAI"," The back door lock came with the house. It's been a very fine back door lock.","raw/s01e21.txt"
"16484","LUKE"," It's the kind of lock burglars look for.","raw/s01e21.txt"
"16485","LORELAI"," Why do burglars look for that lock?","raw/s01e21.txt"
"16486","LUKE"," Because it's easy to break into. I proved that.","raw/s01e21.txt"
"16487","LORELAI"," You proved that by . . .?","raw/s01e21.txt"
"16488","LUKE"," Breaking in through the back door.","raw/s01e21.txt"
"16489","LORELAI"," Oh my God!","raw/s01e21.txt"
"16490","LUKE"," It's the only way I could get in.","raw/s01e21.txt"
"16491","","(Lorelai starts walking towards the kitchen. Luke follows.)","raw/s01e21.txt"
"16492","LORELAI"," You have crossed over into the dark side Luke.","raw/s01e21.txt"
"16493","LUKE"," It's not that big a deal.","raw/s01e21.txt"
"16494","","(Lorelai walks into the kitchen and sees the broken lock)","raw/s01e21.txt"
"16495","LORELAI"," UH! You broke into my house!","raw/s01e21.txt"
"16496","LUKE"," I'm gonna fix it!","raw/s01e21.txt"
"16497","","(Luke walks over to the door and starts fixing it. Lorelai follows him.)","raw/s01e21.txt"
"16498","LORELAI"," Ugh! Step away from that lock.","raw/s01e21.txt"
"16499","LUKE"," What?","raw/s01e21.txt"
"16500","LORELAI"," Get off. Come. Sit down. (Luke and Lorelai both sit at the kitchen table) You have almost no free time with all your work at the diner, and lately every spare moment has been spent not with Rachel.","raw/s01e21.txt"
"16501","LUKE"," That's not true.","raw/s01e21.txt"
"16502","LORELAI"," Oh, she was looking for you today and she didn't know where you were.","raw/s01e21.txt"
"16503","LUKE"," I'm not hiding from her.","raw/s01e21.txt"
"16504","LORELAI"," I didn't say you were hiding from her.","raw/s01e21.txt"
"16505","LUKE"," Sounded like you were implying it.","raw/s01e21.txt"
"16506","LORELAI"," Well someone's sensitive about the accusation.","raw/s01e21.txt"
"16507","LUKE"," I think I'm hiding from her.","raw/s01e21.txt"
"16508","LORELAI"," I think you are too.","raw/s01e21.txt"
"16509","LUKE"," It's just a little weird having her in my place.","raw/s01e21.txt"
"16510","LORELAI"," I thought that's what you wanted.","raw/s01e21.txt"
"16511","LUKE"," It was. Is. I'm just. . I've just been living alone since forever. And I just got use to putting the milk someplace in the fridge and finding it in the exact same spot. You know what I mean?","raw/s01e21.txt"
"16512","LORELAI"," Oh, we don't even keep milk in the house.","raw/s01e21.txt"
"16513","LUKE"," Well, then cookies.","raw/s01e21.txt"
"16514","LORELAI"," Cookies almost never make it out of the car.","raw/s01e21.txt"
"16515","LUKE"," You know what I mean.","raw/s01e21.txt"
"16516","LORELAI"," Yeah. Well maybe you can train Rachel to use a magic marker to mark the milk exactly where you left it.","raw/s01e21.txt"
"16517","LUKE"," It's not just about milk. I'm not used to someone expecting me.","raw/s01e21.txt"
"16518","LORELAI"," Expecting you to. . .","raw/s01e21.txt"
"16519","LUKE"," Come home, do things, be with her.","raw/s01e21.txt"
"16520","LORELAI"," Aw, most people would kill to have that in their lives.","raw/s01e21.txt"
"16521","LUKE"," I know, but I'm different, I'm a loner.","raw/s01e21.txt"
"16522","LORELAI"," Oh no. No no. I don't want to hear about the romance of being a loner.","raw/s01e21.txt"
"16523","LUKE"," Some guys are just naturally loners.","raw/s01e21.txt"
"16524","LORELAI"," Yes, lonely guys.","raw/s01e21.txt"
"16525","LUKE"," Independent guys.","raw/s01e21.txt"
"16526","LORELAI"," Sad guys.","raw/s01e21.txt"
"16527","LUKE"," Maverick guys.","raw/s01e21.txt"
"16528","LORELAI"," Lee Harvey Oswald.","raw/s01e21.txt"
"16529","LUKE"," John Muir.","raw/s01e21.txt"
"16530","LORELAI"," The unabomber.","raw/s01e21.txt"
"16531","LUKE"," Henry David Thoreau","raw/s01e21.txt"
"16532","LORELAI"," Every one of these sad and lonely guys.","raw/s01e21.txt"
"16533","LUKE"," It just not what I thought it would be like having Rachel back. You know, it's not the fantasy I was toting around all these years.","raw/s01e21.txt"
"16534","LORELAI"," Well, Luke, life is not a fantasy. Maybe you have to lower your expectation bar a little bit.","raw/s01e21.txt"
"16535","LUKE"," So you're saying that life is just settling for whatever comes along?","raw/s01e21.txt"
"16536","LORELAI"," Wow, you think having Rachel is settling?","raw/s01e21.txt"
"16537","LUKE"," No, I didn't mean that. Rachel's great.","raw/s01e21.txt"
"16538","LORELAI"," And she's crazy about you. And if her worst trait is she's a milk whore, you have it pretty good.","raw/s01e21.txt"
"16539","LUKE"," Yeah.","raw/s01e21.txt"
"16540","LORELAI"," And you just need to give this situation a fair chance.","raw/s01e21.txt"
"16541","LUKE"," I know.","raw/s01e21.txt"
"16542","LORELAI"," And that starts with ceasing work on the Winchester mystery house here.","raw/s01e21.txt"
"16543","Luke"," Okay. Thanks.","raw/s01e21.txt"
"16544","LORELAI"," You're welcome.","raw/s01e21.txt"
"16545","","CUT TO DEAN'S HOUSE","raw/s01e21.txt"
"16546","","(Rory is standing in front of Dean's house. She pauses a moment before walking up to the door and knocking. A girl answers the door.)","raw/s01e21.txt"
"16547","CLARA"," Hi.","raw/s01e21.txt"
"16548","RORY"," Oh, hi. How are you today?","raw/s01e21.txt"
"16549","CLARA"," Fine.","raw/s01e21.txt"
"16550","RORY"," Good, good.","raw/s01e21.txt"
"16551","CLARA"," Are you here to see my brother?","raw/s01e21.txt"
"16552","RORY"," Oh, no. No. Not at all. I'm, um, with . . the Girl Scouts.","raw/s01e21.txt"
"16553","CLARA"," I'm gonna be a Girl Scout someday. I'm a brownie now.","raw/s01e21.txt"
"16554","RORY"," Oh, well good, that's an excellent stepping stone.","raw/s01e21.txt"
"16555","CLARA"," Where's your uniform?","raw/s01e21.txt"
"16556","RORY"," Oh we're not doing uniforms anymore. You know, we're trying to blend in, relate better to the average person. It was a very successful strategy for the Hari Krishnas, so. . .","raw/s01e21.txt"
"16557","CLARA"," You look like someone.","raw/s01e21.txt"
"16558","RORY"," I do?","raw/s01e21.txt"
"16559","CLARA"," You're the girl in the pictures.","raw/s01e21.txt"
"16560","RORY"," What pictures?","raw/s01e21.txt"
"16561","CLARA"," The ones Dean has in his room.","raw/s01e21.txt"
"16562","RORY"," Dean has pictures in his room?","raw/s01e21.txt"
"16563","CLARA"," There's a funny one of you sticking out your tongue. He had a lot.","raw/s01e21.txt"
"16564","RORY"," Wait, wait, has or had?","raw/s01e21.txt"
"16565","CLARA"," What?","raw/s01e21.txt"
"16566","RORY"," You went from has to had, that's a big difference.","raw/s01e21.txt"
"16567","CLARA"," It is?","raw/s01e21.txt"
"16568","RORY"," Yeah. What's your name?","raw/s01e21.txt"
"16569","CLARA"," Clara.","raw/s01e21.txt"
"16570","RORY"," You're a pretty girl, Clara.","raw/s01e21.txt"
"16571","CLARA"," Thanks.","raw/s01e21.txt"
"16572","RORY"," Now was it has or had?","raw/s01e21.txt"
"16573","CLARA"," I don't know.","raw/s01e21.txt"
"16574","RORY"," You do know Clara. Had is past tense. Has is present. Now think.","raw/s01e21.txt"
"16575","CLARA"," I'm trying.","raw/s01e21.txt"
"16576","RORY"," Can you go to his room now?","raw/s01e21.txt"
"16577","CLARA"," He doesn't like me in his room.","raw/s01e21.txt"
"16578","RORY"," Sneak in, he'll never no.","raw/s01e21.txt"
"16579","","(Clara starts to cry.)","raw/s01e21.txt"
"16580","RORY"," Oh, no no no, Clara, don't cry. Oh, I didn't mean to make you cry. I'm a nice person. I'm a Girl Scout.","raw/s01e21.txt"
"16581","","(Rory hears Dean's voice inside the house)","raw/s01e21.txt"
"16582","DEAN"," Clara?","raw/s01e21.txt"
"16583","RORY"," Bye!","raw/s01e21.txt"
"16584","","(Rory runs away from the house. Dean comes to the door where Clara is crying.)","raw/s01e21.txt"
"16585","DEAN"," What's the matter?","raw/s01e21.txt"
"16586","CLARA"," She sacred me.","raw/s01e21.txt"
"16587","DEAN"," Who?","raw/s01e21.txt"
"16588","CLARA"," The Girl Scout.","raw/s01e21.txt"
"16589","","(Dean looks down the street and sees Rory running away.)","raw/s01e21.txt"
"16590","","CUT TO STREET","raw/s01e21.txt"
"16591","","(It's nighttime. Lorelai, Rory, and Max are walking down the street. Lorelai and Max are carrying small grocery bags.)","raw/s01e21.txt"
"16592","MAX"," Okay, we've got food, drink, reading material, chocolate covered espresso beans. Have I left anything out?","raw/s01e21.txt"
"16593","RORY"," I think that about covers it.","raw/s01e21.txt"
"16594","LORELAI"," You're such a good provider.","raw/s01e21.txt"
"16595","MAX"," I try my best.","raw/s01e21.txt"
"16596","LORELAI"," Are you sure you wanna go to this thing?","raw/s01e21.txt"
"16597","MAX"," You've been talking about these town meetings for months. I've got to see one for myself.","raw/s01e21.txt"
"16598","LORELAI"," Well, they're never dull.","raw/s01e21.txt"
"16599","RORY"," And if you're lucky, you'll see some crazy lady throwing French fries at the people she disagrees with like last time.","raw/s01e21.txt"
"16600","MAX"," So were they cold?","raw/s01e21.txt"
"16601","LORELAI"," No, I was just full.","raw/s01e21.txt"
"16602","Max"," Ah. Oh, oh, I forgot. (Max pulls out 2 RingPops of the bag) One for you and one for you.","raw/s01e21.txt"
"16603","RORY"," What are these?","raw/s01e21.txt"
"16604","MAX"," Those are rings. And the diamond is actually candy so you can eat it.","raw/s01e21.txt"
"16605","LORELAI"," Max, that's very sweet, but we're not eight.","raw/s01e21.txt"
"16606","","(Lorelai and Rory excitedly switch rings behind Max's back)","raw/s01e21.txt"
"16607","LORELAI"," What do you got?","raw/s01e21.txt"
"16608","RORY"," Grape. Yours?","raw/s01e21.txt"
"16609","LORELAI"," Red","raw/s01e21.txt"
"16610","RORY"," Trade you!","raw/s01e21.txt"
"16611","LORELAI"," Yes!","raw/s01e21.txt"
"16612","","CUT TO INSIDE MISS PATTY'S DANCE STUDIO","raw/s01e21.txt"
"16613","","(The town meeting has already started. Taylor is at the podium in front.)","raw/s01e21.txt"
"16614","TAYLOR"," Enough, enough of this arguing. Its time to put this to a vote. All right now, let's see a show of hands. All those in favor. . . .","raw/s01e21.txt"
"16615","","(Lorelai, Max and Rory walk in. Rory notices Clara and Dean in the back.)","raw/s01e21.txt"
"16616","LORELAI"," Oh rats. It started already.","raw/s01e21.txt"
"16617","TAYLOR"," All those opposed. (Lorelai raises her hand) Lorelai, you don't even know what were voting on.","raw/s01e21.txt"
"16618","LORELAI"," Yeah, but I'm a-gin it!","raw/s01e21.txt"
"16619","TAYLOR"," All right, the nays have it. Let the record reflect it. Lorelai, I hope that's not food in those bags. Food is not allowed at town meetings.","raw/s01e21.txt"
"16620","LORELAI"," No, Taylor its not. Its, um, diapers for the little ones.","raw/s01e21.txt"
"16621","TAYLOR"," What?","raw/s01e21.txt"
"16622","LORELAI"," Dorsal fins and cucamonga.","raw/s01e21.txt"
"16623","TAYLOR"," What did she say","raw/s01e21.txt"
"16624","LORELAI "," I confuse him till he loses his train of thought and then he moves on. Hot dog?","raw/s01e21.txt"
"16625","TAYLOR"," All right, I'd like to open the meeting up for miscellaneous issues.","raw/s01e21.txt"
"16626","TROUBADOUR"," I have an issue.","raw/s01e21.txt"
"16627","TAYLOR"," Who are you?","raw/s01e21.txt"
"16628","TROUBADOUR"," The town troubadour.","raw/s01e21.txt"
"16629","TAYLOR"," The what?","raw/s01e21.txt"
"16630","BABETTE"," You've seen him Taylor, with his guitar.","raw/s01e21.txt"
"16631","TAYLOR"," Right, the guitar.","raw/s01e21.txt"
"16632","MISS PATTY"," Yes, he plays on all the street corners.","raw/s01e21.txt"
"16633","LUKE"," He loiters on street corners.","raw/s01e21.txt"
"16634","TAYLOR"," We're two peas in a pod Luke.","raw/s01e21.txt"
"16635","LUKE"," Scary thought Taylor.","raw/s01e21.txt"
"16636","BABETTE"," Go on honey.","raw/s01e21.txt"
"16637","TROUBADOUR"," Thank you. I've been the town troubadour for six months now, and I think I've done a pretty good job and then, he shows up (points to other troubadour).","raw/s01e21.txt"
"16638","TROUBADOUR 2"," Hey.","raw/s01e21.txt"
"16639","TROUBADOUR 1"," And there's no room for a second troubadour in Stars Hollow.","raw/s01e21.txt"
"16640","MOREY"," Clearly.","raw/s01e21.txt"
"16641","TAYLOR"," This is hands down the silliest thing I have ever heard.","raw/s01e21.txt"
"16642","LORELAI"," Hear them out Taylor. It can't hurt. (Taylor looks at the bag she's holding in her hand) These are not fries. They are farfignugen sugen dugen.","raw/s01e21.txt"
"16643","TAYLOR"," I opened the floor for issues of substance. This does not qualify.","raw/s01e21.txt"
"16644","MOREY"," Note beyond cool Taylor. Music is substance.","raw/s01e21.txt"
"16645","TAYLOR"," Watch out Morey. After that anatomically explicit epithet your wife yelled at me earlier, you're both on probation.","raw/s01e21.txt"
"16646","TROUBADOUR 1"," All I'm asking is that the town troubadour laws be enforced.","raw/s01e21.txt"
"16647","TAYLOR"," There are no town troubadour laws.","raw/s01e21.txt"
"16648","MISS PATTY"," There ought to be something.","raw/s01e21.txt"
"16649","KIRK"," I've got the town handbook right here.","raw/s01e21.txt"
"16650","TAYLOR"," I don't get this people. This man is practically a vagrant. I mean, where do you even live? What do you do for a living?","raw/s01e21.txt"
"16651","TROUBADOUR 1"," I don't want people to know those things!","raw/s01e21.txt"
"16652","TAYLOR"," Why not?","raw/s01e21.txt"
"16653","TROUBADOUR 1"," Because that's part of being a troubadour.","raw/s01e21.txt"
"16654","TAYLOR"," What is part of being a troubadour?","raw/s01e21.txt"
"16655","TROUBADOUR 1"," The mystique!","raw/s01e21.txt"
"16656","TAYLOR"," Oh, this is absolutely ridiculous. Do you subscribe to this troubadour mystique?","raw/s01e21.txt"
"16657","TROUBADOUR 2"," I run a Kinko's in Groton.","raw/s01e21.txt"
"16658","TROUBADOUR 1"," You see, that proves it. He doesn't respect the code. You're not supposed to talk. You're not supposed to run a Kinko's. You're supposed to speak through your music. That's the whole point.","raw/s01e21.txt"
"16659","TAYLOR"," What is your scam buddy?","raw/s01e21.txt"
"16660","TROUBADOUR 1"," My scam?","raw/s01e21.txt"
"16661","TAYLOR"," Because if you are using the fine people of Stars Holow to make a quick buck . . .","raw/s01e21.txt"
"16662","MISS PATTY"," No Taylor, he doesn't accept money. I know, I tried.","raw/s01e21.txt"
"16663","TAYLOR"," He may not now, but he will. This troubadour act is a money making scheme. Why else would he be doing it?","raw/s01e21.txt"
"16664","RORY"," Because sometimes you have something you need to say but you can't because the words won't come out or you get scared or you feel stupid, so if you could write a song and sing it then you could say what you need to say and it would be beautiful and people would listen and you wouldn't make a complete idiot out of yourself, but all of us can't be songwriters so some of us will never be able to say what we're thinking or what we want other people to know that we're thinking so we'll never get the chance to make things right again ever. (Brief pause. She puts her hand on Troubadour 1's shoulder.) So give this guy a license. (Applause)","raw/s01e21.txt"
"16665","LORELAI"," Well, I liked that little speech.","raw/s01e21.txt"
"16666","CLARA "," That's the Girl Scout.","raw/s01e21.txt"
"16667","TAYLOR"," In the interest of not talking about this subject for another second, I hereby designate 'Mystique Guy' over here the official town troubadour. And no other troubadour may usurp his territory, meaning this other guy.","raw/s01e21.txt"
"16668","","(Lorelai throws a French fry at Luke. He turns around.)","raw/s01e21.txt"
"16669","LORELAI"," Do you want some fries? We have extra.","raw/s01e21.txt"
"16670","LUKE"," Nah, Rachel's minding the store so I should probably get going.","raw/s01e21.txt"
"16671","LORELAI"," Yeah, I agree.","raw/s01e21.txt"
"16672","LUKE"," I knew you would.","raw/s01e21.txt"
"16673","","(Luke gets up and leaves. Max pulls Lorelai closer and gives her a kiss. Rory looks to where Dean was sitting, but sees that he left.)","raw/s01e21.txt"
"16674","","CUT TO LUKE'S DINER","raw/s01e21.txt"
"16675","","(Luke walks in the diner. Rachel is behind the counter.)","raw/s01e21.txt"
"16676","RACHEL"," Oh, you're back.","raw/s01e21.txt"
"16677","LUKE"," Yeah, nothing much pressing at the town meeting.","raw/s01e21.txt"
"16678","RACHEL"," Okay. Well, the bread shipment's all put away, and I sent Caesar home since it was pretty dead.","raw/s01e21.txt"
"16679","LUKE"," Good. Good call.","raw/s01e21.txt"
"16680","RACHEL"," Thanks.","raw/s01e21.txt"
"16681","","(Rachel picks up her luggage and walks out from behind the counter.)","raw/s01e21.txt"
"16682","LUKE"," So you're leaving huh?","raw/s01e21.txt"
"16683","RACHEL"," Yeah.","raw/s01e21.txt"
"16684","LUKE"," Were you even gonna tell me?","raw/s01e21.txt"
"16685","RACHEL"," I was waiting for you to get back so I could say goodbye.","raw/s01e21.txt"
"16686","LUKE"," Yeah, you at least always do that. So go.","raw/s01e21.txt"
"16687","RACHEL"," Don't you even want to know why?","raw/s01e21.txt"
"16688","LUKE"," I know why.","raw/s01e21.txt"
"16689","RACHEL"," I don't think you do.","raw/s01e21.txt"
"16690","LUKE"," It's just like all the other times Rachel. You're the anywhere but here girl, you're restless, you're bored, it is what it is.","raw/s01e21.txt"
"16691","RACHEL"," That's not it.","raw/s01e21.txt"
"16692","LUKE"," Then what is it? Is there another guy?","raw/s01e21.txt"
"16693","RACHEL"," No.","raw/s01e21.txt"
"16694","LUKE"," Then what?","raw/s01e21.txt"
"16695","RACHEL"," It's another girl.","raw/s01e21.txt"
"16696","LUKE"," What? You telling me you're. . .","raw/s01e21.txt"
"16697","RACHEL"," The other girl isn't for me Luke, it's for you.","raw/s01e21.txt"
"16698","LUKE"," Okay. Now that's crazy.","raw/s01e21.txt"
"16699","RACHEL"," Yeah?","raw/s01e21.txt"
"16700","LUKE"," Yeah.","raw/s01e21.txt"
"16701","RACHEL"," No.","raw/s01e21.txt"
"16702","LUKE"," You feel you need a different excuse this time to mix things up a little, fine. But you are not leaving because of me.","raw/s01e21.txt"
"16703","RACHEL"," I'm sure you tried Luke. But admit it, you're heart wasn't in it.","raw/s01e21.txt"
"16704","LUKE"," My heart was in it. I was here, I didn't leave. . . .I don't get this.","raw/s01e21.txt"
"16705","RACHEL"," Luke.","raw/s01e21.txt"
"16706","LUKE"," And what are you talking about, another girl. What other girl? (Rachel stares at him) Oh Rachel, no, you don't mean. . . She and I are just friends. I told you that a thousand times.","raw/s01e21.txt"
"16707","RACHEL"," No. You told it to me once. And you could barely get it out then.","raw/s01e21.txt"
"16708","LUKE"," Okay, this is crazy. You've got it wrong here. It's not. . .She and I are. . .uh. . .","raw/s01e21.txt"
"16709","RACHEL"," I'm gonna go. I'll miss you (she hugs him goodbye) Stay in touch.","raw/s01e21.txt"
"16710","LUKE"," Rachel, come on.","raw/s01e21.txt"
"16711","","(Rachel walks to the door and stops. She turns around to look at Luke.)","raw/s01e21.txt"
"16712","RACHEL"," So don't wait too long okay.","raw/s01e21.txt"
"16713","LUKE"," To what?","raw/s01e21.txt"
"16714","RACHEL"," To tell her. (Rachel leaves.)","raw/s01e21.txt"
"16715","","CUT TO CHILTON COURTYARD","raw/s01e21.txt"
"16716","","(Rory is walking to catch up with Madeline and Louise.)","raw/s01e21.txt"
"16717","RORY"," Hey Madeline. I've got the notes you wanted.","raw/s01e21.txt"
"16718","MADELINE"," No thanks.","raw/s01e21.txt"
"16719","RORY"," No these are the ones you asked for. The biology notes from Tuesday. The other day you said you. . .","raw/s01e21.txt"
"16720","MADELINE"," No thanks.","raw/s01e21.txt"
"16721","RORY"," But. . What's wrong with her?","raw/s01e21.txt"
"16722","LOUISE"," Nothing's wrong with her Mary.","raw/s01e21.txt"
"16723","RORY"," Mary? Oh no, not this Virgin Mary thing again.","raw/s01e21.txt"
"16724","LOUISE"," Not virgin. Typhoid.","raw/s01e21.txt"
"16725","","(Paris is walking next to Rory. Rory notices Paris staring at her.)","raw/s01e21.txt"
"16726","RORY"," What?","raw/s01e21.txt"
"16727","PARIS"," You know, when we met at the beginning of the year, I didn't like you because I thought you were some rube from the sticks and I have no patience for rubes.","raw/s01e21.txt"
"16728","RORY"," How very enlightening.","raw/s01e21.txt"
"16729","PARIS"," But then I discovered that you're not so dumb. You even seemed modestly interesting at times. That's when I made a very big mistake. I let my guard down. That won't happen again.","raw/s01e21.txt"
"16730","RORY"," What is all this about?","raw/s01e21.txt"
"16731","PARIS"," It's about using people for your own sick ends. It's about making enemies where you should have made friends.","raw/s01e21.txt"
"16732","RORY"," How did I make you my enemy?","raw/s01e21.txt"
"16733","PARIS"," Oh I think you know.","raw/s01e21.txt"
"16734","RORY"," What? Was it setting you up with Tristin? I'm sorry about that. I thought I was just being nice.","raw/s01e21.txt"
"16735","PARIS"," Oh sure you did.","raw/s01e21.txt"
"16736","RORY"," I helped you get ready. I loaned you my mother's clothes, which I still haven't gotten back by the way.","raw/s01e21.txt"
"16737","PARIS"," Oh my God, you're right. I hope those weren't the ones Skippy had her puppies on. I'll check when I get home.","raw/s01e21.txt"
"16738","RORY"," Tell me what I did. Paris!","raw/s01e21.txt"
"16739","PARIS"," Think about it at PJ Harvey.","raw/s01e21.txt"
"16740","RORY"," Is that what this is about? I'm not going to PJ Harvey.","raw/s01e21.txt"
"16741","PARIS"," Tristin says you are.","raw/s01e21.txt"
"16742","RORY"," Well, then he lied.","raw/s01e21.txt"
"16743","PARIS"," I saw the tickets.","raw/s01e21.txt"
"16744","RORY"," He bought those tickets on his own.","raw/s01e21.txt"
"16745","PARIS"," Look, I'm over Tristin so don't back out on my account.","raw/s01e21.txt"
"16746","RORY"," There's nothing to back out of.","raw/s01e21.txt"
"16747","PARIS"," I don't have time for things like concerts anyway. I'm already lining up my extracurriculars for next year. By the way, are you still going out for the school paper?","raw/s01e21.txt"
"16748","RORY"," You know I am.","raw/s01e21.txt"
"16749","PARIS"," You're going to need a faculty recommendation.","raw/s01e21.txt"
"16750","RORY"," I think I can swing it.","raw/s01e21.txt"
"16751","PARIS"," And the support of the student editor.","raw/s01e21.txt"
"16752","RORY"," I'm not worried.","raw/s01e21.txt"
"16753","PARIS"," Worry. I just got the job.","raw/s01e21.txt"
"16754","RORY"," Oh. Congratulations.","raw/s01e21.txt"
"16755","PARIS"," Thank you. And don't worry, you'll have some role. How's covering the new parking lot landscaping sound?","raw/s01e21.txt"
"16756","RORY"," Peachy.","raw/s01e21.txt"
"16757","PARIS"," Too bad I already filled the spot for music coverage. You know, record reviewing and such. You'd have been perfect for it. I gave the job to Louise.","raw/s01e21.txt"
"16758","RORY"," Louise owns two CDs.","raw/s01e21.txt"
"16759","PARIS"," Yeah. Well, gotta go. Have a really good summer.","raw/s01e21.txt"
"16760","","CUT TO LORELAI'S HOUSE","raw/s01e21.txt"
"16761","","(Doorbell rings. Lorelai comes down the steps, trying to put her shoes on.)","raw/s01e21.txt"
"16762","LORELAI"," You're annoyingly on time again! Ugh. Okay, stairs then shoes, stairs then shoes. (Opens front door) Oh hi.","raw/s01e21.txt"
"16763","LUKE"," Hey. You're all dressed up.","raw/s01e21.txt"
"16764","LORELAI"," Oh, I'm going out.","raw/s01e21.txt"
"16765","LUKE"," Oh sorry. I forgot my toolbox so I just thought I'd come pick it up.","raw/s01e21.txt"
"16766","LORELAI"," Oh yeah. It's right over here. Rory and I couldn't lift it or we would've brought it to you and then we got used to having it here, so we named it Bert and we'd say Goodnight Bert and it'd say Goodnight girls and we spend too much time home alone.","raw/s01e21.txt"
"16767","LUKE"," Well, thanks for taking care of it.","raw/s01e21.txt"
"16768","LORELAI"," Our pleasure.","raw/s01e21.txt"
"16769","","(Luke places the toolbox on the hall table.)","raw/s01e21.txt"
